release_id,artist_id,artist_name,album_name,release_date,release_category,edition_type,era,genre
rel_1eb0c4835d69,art_0dfad6f40c26,Buckethead,The Boiling Pond,2014-01-24,,,,
rel_1ce3a496fae8,art_0dfad6f40c26,Buckethead,The Cellar Yawns,2015-07-13,,,,
rel_41451ce78a2c,art_0dfad6f40c26,Buckethead,The Chariot Of Saturn,2021-12-18,,,,
rel_81877d95abf1,art_0dfad6f40c26,Buckethead,The Coats of Claude,2014-01-17,,,,
rel_c3dd6508eebd,art_0dfad6f40c26,Buckethead,The Creaking Stairs,2016-02-24,,,,
rel_2fd023e60189,art_0dfad6f40c26,Buckethead,The Five Blocks,2016-11-17,,,,
rel_7669f2b30d14,art_0dfad6f40c26,Buckethead,The Frankensteins Monsters Blinds,2014-03-27,,,,
rel_1471957ba235,art_0dfad6f40c26,Buckethead,The Left Panel,2015-07-26,,,,
rel_5061f3d33fce,art_0dfad6f40c26,Buckethead,The Mark of Davis,2014-01-25,,,,
rel_8ce7de60c79f,art_0dfad6f40c26,Buckethead,The Mermaid Stairwell,2016-11-25,,,,
rel_fcc0625cfd05,art_0dfad6f40c26,Buckethead,The Mighty Microscope,2014-12-31,,,,
rel_3a3b1a5ab70c,art_0dfad6f40c26,Buckethead,The Miskatonic Scale,2014-05-23,,,,
rel_cb6aade80afc,art_0dfad6f40c26,Buckethead,The Moltrail,2015-01-27,,,,
rel_fc988a34ebae,art_0dfad6f40c26,Buckethead,The Moss Lands,2017-02-09,,,,
rel_b94f71c14e39,art_0dfad6f40c26,Buckethead,The Other Side of the Dark,2015-07-28,,,,
rel_1d38ae80ee85,art_0dfad6f40c26,Buckethead,The Pit,2013-11-02,,,,
rel_4407b9e0416a,art_0dfad6f40c26,Buckethead,The Sea Remembers Its Own,2020-10-04,,,,
rel_084e36e55315,art_0dfad6f40c26,Buckethead,The Shores of Molokai,2012-08-09,,,,
rel_f800ca3b39f2,art_0dfad6f40c26,Buckethead,The Silent Picture Book,2012-09-20,,,,
rel_0d5bdb270a4c,art_0dfad6f40c26,Buckethead,The Spirit Winds,2014-01-24,,,,
rel_20d7d4848714,art_0dfad6f40c26,Buckethead,The Splatterhorn,2014-11-15,,,,
rel_cd4d01950d9b,art_0dfad6f40c26,Buckethead,The Squaring of the Circle,2017-08-25,,,,
rel_9872c1d6fb68,art_0dfad6f40c26,Buckethead,The Time Travelers Dream,2015-07-16,,,,
rel_75fc1e8ec3e0,art_0dfad6f40c26,Buckethead,The Toy Cupboard,2022-01-29,,,,
rel_033e4dce3282,art_0dfad6f40c26,Buckethead,The Waves Are Born,2023-02-10,,,,
rel_64e406527e08,art_0dfad6f40c26,Buckethead,The Windowsill,2015-09-06,,,,
rel_ae930640fe11,art_0dfad6f40c26,Buckethead,The Wishing Brook,2015-11-03,,,,
rel_de0d1d89df20,art_0dfad6f40c26,Buckethead,Theatre of the Disembodied,2022-04-09,,,,
rel_6182b4247e0b,art_0dfad6f40c26,Buckethead,Thoracic Spine Collapser,2017-07-15,,,,
rel_e284e554f194,art_0dfad6f40c26,Buckethead,Thought Pond,2021-11-27,,,,
rel_826efa170d37,art_0dfad6f40c26,Buckethead,Through The Looking Garden,2020-11-28,,,,
rel_40ff5e55fa02,art_0dfad6f40c26,Buckethead,To the Basement,2015-04-30,,,,
rel_d8e473edc927,art_0dfad6f40c26,Buckethead,Toys R Us Tantrums,2020-10-05,,,,
rel_11f610bd991e,art_0dfad6f40c26,Buckethead,Trace Candle,2015-11-26,,,,
rel_c73ac3f3c223,art_0dfad6f40c26,Buckethead,Tucked into Dreams,2015-04-20,,,,
rel_0fa1f2378af6,art_0dfad6f40c26,Buckethead,Twilight Constrictor,2014-08-29,,,,
rel_6fa6da0e912e,art_0dfad6f40c26,Buckethead,Twisted Branches,2015-07-28,,,,
rel_7aafb6fe1592,art_0dfad6f40c26,Buckethead,Twisterlend,2013-11-26,,,,
rel_0626a4ca098c,art_0dfad6f40c26,Buckethead,Two Story Hourglass,2022-01-27,,,,
rel_1254a9923afa,art_0dfad6f40c26,Buckethead,Underground Chamber,2011-08-17,,,,
rel_a563be900850,art_0dfad6f40c26,Buckethead,Undersea Dead City,2017-04-02,,,,
rel_106f93c36066,art_0dfad6f40c26,Buckethead,Unexpected Journeys,2020-07-30,,,,
rel_b3e3eeee2aad,art_0dfad6f40c26,Buckethead,Upside Down Skyway,2015-07-22,,,,
rel_268f1cd3fd36,art_0dfad6f40c26,Buckethead,Vacuum,2015-03-01,,,,
rel_70b333a1eeae,art_0dfad6f40c26,Buckethead,View Master,2016-03-31,,,,
rel_7485a61d4e03,art_0dfad6f40c26,Buckethead,Vincent Price SHRUNKEN HEAD Apple Sculpture,2022-05-20,,,,
rel_f2cbc382256a,art_0dfad6f40c26,Buckethead,Walk in Loset,2015-07-13,,,,
rel_24b9322d3b9e,art_0dfad6f40c26,Buckethead,Wall to Wall Cobwebs,2015-07-27,,,,
rel_5697e489cf94,art_0dfad6f40c26,Buckethead,Warm Your Ancestors,2022-07-09,,,,
rel_016af5a6e119,art_0dfad6f40c26,Buckethead,Warp Threads,2021-07-13,,,,
rel_97d0c6445d89,art_0dfad6f40c26,Buckethead,Washed Away,2015-09-13,,,,
rel_c9295aa6c6c6,art_0dfad6f40c26,Buckethead,Water Gardens,2015-04-25,,,,
rel_6c1cc88edf5b,art_0dfad6f40c26,Buckethead,Waterfall Cove,2017-02-17,,,,
rel_19e95790d804,art_0dfad6f40c26,Buckethead,Waters of the Unconcious,2023-01-20,,,,
rel_9bf7c588aae8,art_0dfad6f40c26,Buckethead,Weird Glows Gleam,2015-01-30,,,,
rel_a6f4e36ad6fb,art_0dfad6f40c26,Buckethead,Wheels of Ferris,2015-12-08,,,,
rel_f342e967149b,art_0dfad6f40c26,Buckethead,Whirlpool,2015-03-02,,,,
rel_ab33dacd175f,art_0dfad6f40c26,Buckethead,Whisper Track,2015-07-08,,,,
rel_24079cb11f93,art_0dfad6f40c26,Buckethead,Wishes,2013-12-24,,,,
rel_75055a741659,art_0dfad6f40c26,Buckethead,Worms for the Garden,2013-09-13,,,,
rel_1773423d520d,art_0dfad6f40c26,Buckethead,Woven Twigs,2017-03-03,,,,
rel_43fed3169ced,art_0dfad6f40c26,Buckethead,Yarn,2014-12-05,,,,
rel_e279c5323876,art_0dfad6f40c26,Buckethead,Ydrapoej,2015-01-02,,,,
rel_94b734b914f9,art_0dfad6f40c26,Buckethead,You Can't Triple Stamp a Double Stamp,2014-01-09,,,,
rel_8b86254a9b8f,art_4f4cd19fbe0f,Cacophonic FM,After The Smoke Cleared,1999,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_f4dc9d093758,art_4f4cd19fbe0f,Cacophonic FM,F**k Jazz 2,2005-12-29,,,,
rel_6e3692be8ebb,art_70cbdeb526ba,Childish Gambino,3005 (Friction Remix),2014-01-01,,,,
rel_fcbecd12082b,art_70cbdeb526ba,Childish Gambino,Atavista,2024-05-13,,,,
rel_9e5adb935ec1,art_70cbdeb526ba,Childish Gambino,"Awaken, My Love!",2016-12-02,original,standard,Legacy Era (2016–present),"Hip-Hop, R&B, Funk, P-Funk"
rel_92246e2c8862,art_70cbdeb526ba,Childish Gambino,Bando Stone and The New World,2024-07-19,,,,
rel_97036e53ab7a,art_70cbdeb526ba,Childish Gambino,Because the Internet,2013-12-10,,,,
rel_c1145007cc1c,art_70cbdeb526ba,Childish Gambino,Bonfire,2011-01-01,,,,
rel_d5cc6ee6ccf9,art_70cbdeb526ba,Childish Gambino,Camp,2011-11-15,,,,
rel_75597960bd67,art_70cbdeb526ba,Childish Gambino,Damn Right (feat. Childish Gambino & Kali Uchis),2025-03-06,,,,
rel_03c61cc4f837,art_70cbdeb526ba,Childish Gambino,EP (2011 Re-Release),2018-01-31,,,,
rel_6045c1339905,art_70cbdeb526ba,Childish Gambino,Heartbeat (Remix Bundle),2012-02-14,,,,
rel_efdfa911579a,art_70cbdeb526ba,Childish Gambino,I Love You More Than You Know (feat. Childish Gambino),2022-08-04,,,,
rel_1f403015cdde,art_70cbdeb526ba,Childish Gambino,In The Night (feat. Jorja Smith & Amaarae),2024-07-16,,,,
rel_123ea97a14e4,art_70cbdeb526ba,Childish Gambino,Kauai,2014-10-03,,,,
rel_29669b99e9c7,art_70cbdeb526ba,Childish Gambino,Lithonia,2024-07-02,,,,
rel_d7e5b23f31c4,art_70cbdeb526ba,Childish Gambino,One Wish (feat. Childish Gambino),2024-07-26,,,,
rel_92b3a6ade5e9,art_70cbdeb526ba,Childish Gambino,Summer Pack,2018-07-11,,,,
rel_947c6e4b264b,art_70cbdeb526ba,Childish Gambino,This Is America,2018-05-06,,,,
rel_e26b0524f8a1,art_70cbdeb526ba,Childish Gambino,What Kind of Love,2014-03-03,,,,
rel_5c2854960920,art_1ca83648b3c2,Chops Horns,Blowout,2003,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_d66c516dc51f,art_1ca83648b3c2,Chops Horns,Blowout,2009-06-10,,,,
rel_03ea2932bf61,art_1ca83648b3c2,Chops Horns,Chops,1984,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_3eab17e83134,art_95255f88831f,Cimafunk,Aunque Sea Un Ratico,2021-06-11,,,,
rel_1b557405b398,art_95255f88831f,Cimafunk,Auuuuh (Produced by Cuban Deejay$),2021-03-19,,,,
rel_4695d071205e,art_95255f88831f,Cimafunk,Beat Con Flow,2020-11-06,,,,
rel_73ce58648612,art_95255f88831f,Cimafunk,Caliente,2020-03-06,,,,
rel_88c041c739a1,art_95255f88831f,Cimafunk,Caliente En El Frio,2020-06-12,,,,
rel_cc5bf5525c67,art_95255f88831f,Cimafunk,Caramelo,2021-09-10,,,,
rel_4340d33f66ae,art_95255f88831f,Cimafunk,Catalina,2024-05-22,,,,
rel_fe643bed53ff,art_95255f88831f,Cimafunk,Cun Cun Prá,2020-12-10,,,,
rel_71be66d6175b,art_95255f88831f,Cimafunk,Deskara,2025-03-07,,,,
rel_4e726c8cdd96,art_95255f88831f,Cimafunk,Dime,2024-07-19,,,,
rel_9ee92d321de5,art_95255f88831f,Cimafunk,Dime (Remix),2025-01-17,,,,
rel_8581b2a6ec84,art_95255f88831f,Cimafunk,El Alimento,2021-10-08,,,,
rel_ad9d03769572,art_95255f88831f,Cimafunk,El Llamado,2023-08-01,,,,
rel_d4d9c627f7a5,art_95255f88831f,Cimafunk,El Potaje,2019-11-01,,,,
rel_42bcf854fff9,art_95255f88831f,Cimafunk,Ese Besito,2025-09-05,,,,
rel_133617d65ee8,art_95255f88831f,Cimafunk,Estás Pa' Mi,2019-06-21,,,,
rel_4061e4c54695,art_95255f88831f,Cimafunk,Funk Aspirin,2021-08-20,original,standard,Legacy Era (2016–present),"Funk, R&B, P-Funk"
rel_a012dc36ea38,art_95255f88831f,Cimafunk,Funk Aspirin,2021-08-20,,,,
rel_15beb80041e7,art_95255f88831f,Cimafunk,Hablando x Hablar,2021-04-30,,,,
rel_6a0c796faa6b,art_95255f88831f,Cimafunk,Huele a Funk,2025-02-14,,,,
rel_f9d37437fc34,art_95255f88831f,Cimafunk,Háblame Bajito,2022-01-27,,,,
rel_1c5426358380,art_95255f88831f,Cimafunk,La Ke Hay,2021-02-26,,,,
rel_52dc1f990de3,art_95255f88831f,Cimafunk,La Sugar,2025-06-27,,,,
rel_a3a28744eb17,art_95255f88831f,Cimafunk,Mala Maña,2025-02-06,,,,
rel_8d32bc4bb882,art_95255f88831f,Cimafunk,Mambo Influenciado: Latin GRAMMY Session 25 Años,2025-04-18,,,,
rel_96da894e6792,art_95255f88831f,Cimafunk,Oh Ah (with Paul Beaubrun & Cimafunk),2023-09-29,,,,
rel_42bb20e93e87,art_95255f88831f,Cimafunk,Pa' Tu Cuerpa,2024-08-23,,,,
rel_034b450cdde6,art_95255f88831f,Cimafunk,Playa Noche,2024-04-09,,,,
rel_e3c9e8216f91,art_95255f88831f,Cimafunk,Ponte Pa' Lo Tuyo (Remix),2019-07-11,,,,
rel_9791f6d6c7fd,art_95255f88831f,Cimafunk,Pretty,2024-06-12,,,,
rel_13d583ba5eae,art_95255f88831f,Cimafunk,Que Bola,2025-08-08,,,,
rel_296873512148,art_95255f88831f,Cimafunk,Rapsodia Negra,2025-07-18,,,,
rel_9eae8179ad1e,art_95255f88831f,Cimafunk,Rómpelo (feat. Lupe Fiasco),2021-09-24,,,,
rel_81f7ddc8d0fc,art_95255f88831f,Cimafunk,Te tengo en salsa,2023-12-15,,,,
rel_152fe939a280,art_95255f88831f,Cimafunk,Terapia,2017-10-20,,,,
rel_f66f48c1b2cd,art_95255f88831f,Cimafunk,Todo Colores,2022-11-02,,,,
rel_f022587111de,art_95255f88831f,Cimafunk,Ya Llegué,2022-09-30,,,,
rel_a69c6ed95fdb,art_95255f88831f,Cimafunk,Ya Llegué (Robert PM Edit),2022-10-28,,,,
rel_74e5d1629d92,art_04f3dad248a9,"Clinton, George",Some of My Best Jokes Are Friends,1985,,,,
rel_be621dc28f90,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,The Big Eyeball in the Sky,2003-09-21,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_531fc3dc104a,art_c93b6068b364,Colonel Claypool's Bucket of Bernie Brains,The Big Eyeball in the Sky,2003-09-21,reissue,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_a9aa150995ff,art_56c57c846f9b,Dance Gavin Dance,Acceptance Speech,2013-10-07,,,,
rel_958a10228ea2,art_56c57c846f9b,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),2019-08-30,,,,
rel_98fae34729c3,art_56c57c846f9b,Dance Gavin Dance,Afterburner,2020-04-24,,,,
rel_be6a9c1bd20e,art_56c57c846f9b,Dance Gavin Dance,Afterburner (Instrumental),2020-04-24,,,,
rel_f72cfe7206cd,art_56c57c846f9b,Dance Gavin Dance,All the Way Down,2025-05-22,,,,
rel_358e7ac2e4ca,art_56c57c846f9b,Dance Gavin Dance,Artificial Selection (Instrumental),2019-05-31,,,,
rel_5f81a21dd1cc,art_56c57c846f9b,Dance Gavin Dance,Blood Wolf,2019-10-11,,,,
rel_748005a53226,art_56c57c846f9b,Dance Gavin Dance,Dance Gavin Dance,2008-08-19,,,,
rel_889425d30d9c,art_56c57c846f9b,Dance Gavin Dance,Dance Gavin Dance (Instrumental),2008-08-19,,,,
rel_07906806eb55,art_56c57c846f9b,Dance Gavin Dance,Downtown Battle Mountain (Instrumental),2019-12-27,,,,
rel_68d3c4c33c75,art_56c57c846f9b,Dance Gavin Dance,Happiness,2009-06-09,,,,
rel_0e43c204f9d7,art_56c57c846f9b,Dance Gavin Dance,Happiness (Instrumental),2019-11-01,,,,
rel_e8d599e3cd7b,art_56c57c846f9b,Dance Gavin Dance,Head Hunter,2019-03-22,,,,
rel_043816d13176,art_56c57c846f9b,Dance Gavin Dance,Instant Gratification,2015-04-14,,,,
rel_7f10186961d5,art_56c57c846f9b,Dance Gavin Dance,Jackpot Juicer,2022-07-29,,,,
rel_2a1b81feeec5,art_56c57c846f9b,Dance Gavin Dance,Jackpot Juicer (Instrumental),2022-12-30,,,,
rel_903f301bbe6a,art_56c57c846f9b,Dance Gavin Dance,Midnight at McGuffy's,2025-05-08,,,,
rel_963f8cbb34ec,art_56c57c846f9b,Dance Gavin Dance,Mothership,2016-10-07,,,,
rel_f34bb49f3a94,art_56c57c846f9b,Dance Gavin Dance,Mothership (Instrumental),2016,,,,
rel_f1d509f3d755,art_56c57c846f9b,Dance Gavin Dance,Pantheon,2025-09-12,original,standard,Legacy Era (2016–present),"Funk, R&B, P-Funk"
rel_0ff23bb8cf5e,art_56c57c846f9b,Dance Gavin Dance,Pantheon,2025-09-12,,,,
rel_41553121248a,art_56c57c846f9b,Dance Gavin Dance,People You Knew / Perfect,2019-06-21,,,,
rel_fa649830337a,art_56c57c846f9b,Dance Gavin Dance,Pussy Vultures,2014-09-17,,,,
rel_214c14e10a72,art_56c57c846f9b,Dance Gavin Dance,Semi-Charmed Life,2018-11-05,,,,
rel_867f27627b34,art_56c57c846f9b,Dance Gavin Dance,Space Cow Initiation Ritual (feat. George Clinton),2025-08-13,,,,
rel_8858357cb23e,art_56c57c846f9b,Dance Gavin Dance,Speed Demon,2024-05-10,,,,
rel_c212c280c790,art_56c57c846f9b,Dance Gavin Dance,Story Of My Bros (Acoustic),2019-07-19,,,,
rel_1cc522e9487c,art_56c57c846f9b,Dance Gavin Dance,Straight From The Heart,2024-05-09,,,,
rel_56b537a6134c,art_56c57c846f9b,Dance Gavin Dance,Summertime Gladness,2017-06-14,,,,
rel_198a95dafbe0,art_56c57c846f9b,Dance Gavin Dance,The Ghost of Billy Royalton,2023-08-24,,,,
rel_78bf200dd735,art_56c57c846f9b,Dance Gavin Dance,Trap Door,2025-07-08,,,,
rel_58e8c871dc73,art_56c57c846f9b,Dance Gavin Dance,Tree City Sessions 2,2020-12-25,,,,
rel_d0c3f291ca9e,art_56c57c846f9b,Dance Gavin Dance,War Machine,2023-10-24,,,,
rel_7a9e8c5986f7,art_56c57c846f9b,Dance Gavin Dance,Whatever I Say Is Royal Ocean,2006-11-14,,,,
rel_6c3942aa10f6,art_34351f9810ae,Danny Bedrosian,Azadoom Kessab,2014-04-07,,,,
rel_aa657245b7b3,art_34351f9810ae,Danny Bedrosian,Endangered,2014-04-28,,,,
rel_2f558152c04f,art_34351f9810ae,Danny Bedrosian,Garmir Caramel,2021-06-29,,,,
rel_82b56dd6c68c,art_34351f9810ae,Danny Bedrosian,Gifteh!,2018-12-24,,,,
rel_11f967674ebb,art_34351f9810ae,Danny Bedrosian,Hydrogen Primate,2020-05-01,,,,
rel_4fce232184d4,art_34351f9810ae,Danny Bedrosian,Lusine & Arev,2019-10-01,,,,
rel_887d7342b280,art_34351f9810ae,Danny Bedrosian,My Oldest Friend,2016-09-28,,,,
rel_2f1924e37de3,art_34351f9810ae,Danny Bedrosian,Secret Army,2005-09-01,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_86fa1c99d851,art_34351f9810ae,Danny Bedrosian,Secret Army,2006-10-10,,,,
rel_4fab19f11a84,art_34351f9810ae,Danny Bedrosian,SERI MISTIK,2010-03,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_77049ae2faab,art_34351f9810ae,Danny Bedrosian,Som'n Fierce,2004-09-01,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_800879d94401,art_34351f9810ae,Danny Bedrosian,Som'n Fierce,2005-01-01,,,,
rel_fb2782f33dbd,art_34351f9810ae,Danny Bedrosian,SONGS FOR A BETTER TOMORROW,2011-09,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_d7592fd994b0,art_34351f9810ae,Danny Bedrosian,Songs for a Better Tomorrow,2013-06-06,,,,
rel_84895543d985,art_34351f9810ae,Danny Bedrosian,Starr Cullars,2005,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_4844f2a98294,art_34351f9810ae,Danny Bedrosian,The Clock,2015-03-04,,,,
rel_a48845608b6f,art_34351f9810ae,Danny Bedrosian,The Love and Light Activation,2006,,,,
rel_3b95acece8b7,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,LOST FROTH,2010-09,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_35e8b98538fd,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,MONSTER PEACE,2009-07,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_04b1e74b46f8,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,The Sleaziest of the Greaze,2007,original,standard,Late Career (2005–2015),"Funk, R&B, P-Funk"
rel_740c437dd12d,art_8bd140dd2739,"Danny Bedrosian, Brothers Nalbandyan",Garmir Caramel,2021-06-29,original,standard,Legacy Era (2016–present),"Funk, Soul, P-Funk"
rel_78deeb54fc50,art_1341028331ab,Darrell Banks,Darrell Banks Is Here!,1967,,,,
rel_abf542e5ab66,art_1341028331ab,Darrell Banks,Here To Stay (Deluxe Edition),1969-01-01,,,,
rel_f78375e88d12,art_1341028331ab,Darrell Banks,Open The Door To Your Heart,1966,original,standard,Pre-P-Funk (1955–1969),"Soul, R&B, Proto-Funk"
rel_a130015a60d1,art_9af5bad1f090,Dave Stewart,Alfie - Music From The Motion Picture,2004-01-01,,,,
rel_938500920ab2,art_9af5bad1f090,Dave Stewart,Amitié,2020-07-17,,,,
rel_ff930a970e38,art_9af5bad1f090,Dave Stewart,Another Lie,2016-04-29,,,,
rel_e39ed6da8f43,art_9af5bad1f090,Dave Stewart,Be My Rebel,2018-03-23,,,,
rel_233556769e1d,art_9af5bad1f090,Dave Stewart,Be Yourself Tonight,1985-04-29,,,,
rel_4915352ae0b8,art_9af5bad1f090,Dave Stewart,Be Yourself Tonight (2018 Remastered),1985-04-29,,,,
rel_a1ece5a2d18f,art_9af5bad1f090,Dave Stewart,Brings Me Home: The Time Experience Project,2023-10-13,,,,
rel_0691e228d54f,art_9af5bad1f090,Dave Stewart,Can't Say No to You,2024-05-03,,,,
rel_f6077f87a53c,art_9af5bad1f090,Dave Stewart,Cloud Walking,2023-11-10,,,,
rel_792e630cf717,art_9af5bad1f090,Dave Stewart,Dance Vault Mixes - I've Got A Life,2005-11-04,,,,
rel_d3d68c082167,art_9af5bad1f090,Dave Stewart,Dave Does Dylan,2025-07-18,,,,
rel_19c59fcdcfb6,art_9af5bad1f090,Dave Stewart,Dave Stewart And The Spiritual Cowboys,1990-01-14,,,,
rel_392329240418,art_9af5bad1f090,Dave Stewart,Ebony Mcqueen,2022-05-20,,,,
rel_796cba929953,art_9af5bad1f090,Dave Stewart,Every Single Night,2013-08-12,,,,
rel_339c83fb5f69,art_9af5bad1f090,Dave Stewart,Greetings From The Gutter,1995-02-28,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_92e30ae51b3a,art_9af5bad1f090,Dave Stewart,Greetings From The Gutter,1995-02-28,reissue,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_8e2769687f19,art_9af5bad1f090,Dave Stewart,Hold On,2020-06-26,,,,
rel_30c4738ae640,art_9af5bad1f090,Dave Stewart,Honest,1991-01-14,,,,
rel_3c872f87939c,art_9af5bad1f090,Dave Stewart,I've Got A Life,2005-11-01,,,,
rel_c3bb1d89019c,art_9af5bad1f090,Dave Stewart,I've Got A Life/Sweet Dreams Remix,2006-02-27,,,,
rel_f38203c21171,art_9af5bad1f090,Dave Stewart,In The Garden,1981-10-16,,,,
rel_6b1dc2bb8805,art_9af5bad1f090,Dave Stewart,In the Garden (2018 Remastered),1981-10-16,,,,
rel_b53da239273f,art_9af5bad1f090,Dave Stewart,Liberation,2020-05-15,,,,
rel_aad5ed70b4f6,art_9af5bad1f090,Dave Stewart,Live at Rockpalast (Live Cologne 1990),2016-09-30,,,,
rel_22a27addad53,art_9af5bad1f090,Dave Stewart,Love Hurts,2022-06-24,,,,
rel_6ba21cdd1965,art_9af5bad1f090,Dave Stewart,Love's Coming Back,2021-07-13,,,,
rel_0741900456f1,art_9af5bad1f090,Dave Stewart,Lucky Numbers (Bonus Track Version),2013-09-30,,,,
rel_d00e8aaf4588,art_9af5bad1f090,Dave Stewart,Man to Man (Woman to Woman),2012-07-24,,,,
rel_044153bde8d9,art_9af5bad1f090,Dave Stewart,"Nashville Sessions - The Duets, Vol. 1",2017-08-25,,,,
rel_2986f8e3aa10,art_9af5bad1f090,Dave Stewart,Nashville Snow,2013-09-09,,,,
rel_442c2a00f8d8,art_9af5bad1f090,Dave Stewart,Peace,1999-10-19,,,,
rel_9eeae5e5896e,art_9af5bad1f090,Dave Stewart,Peace (2018 Remastered),1999-10-19,,,,
rel_2b74850b2f47,art_9af5bad1f090,Dave Stewart,Peace One Day,2025-09-19,,,,
rel_77b0af2376b5,art_9af5bad1f090,Dave Stewart,Revenge,1986-06-30,,,,
rel_d05238438f4d,art_9af5bad1f090,Dave Stewart,Savage,1987-11-09,,,,
rel_1ba3bf676cfa,art_9af5bad1f090,Dave Stewart,Spitballin',2016-06-24,,,,
rel_e543fa7bd3ea,art_9af5bad1f090,Dave Stewart,Stand up to Cancer,2010-04-13,,,,
rel_480cfdd34d24,art_9af5bad1f090,Dave Stewart,Storm Came,2020-06-05,,,,
rel_920581fca600,art_9af5bad1f090,Dave Stewart,Sweet Dreams (Are Made Of This),1983-01-04,,,,
rel_7a442dfa750c,art_9af5bad1f090,Dave Stewart,Sweet Dreams [(Are Made of This) [2018 Remastered]],1983-01-04,,,,
rel_fe63a8bb6a0c,art_9af5bad1f090,Dave Stewart,The Blackbird Diaries,2011-09-23,,,,
rel_22eb18fca72d,art_9af5bad1f090,Dave Stewart,"The Dave Stewart Songbook, Vol. 1",2008-08-05,,,,
rel_b80005241c03,art_9af5bad1f090,Dave Stewart,The Ringmaster General,2012-09-04,,,,
rel_3412e91b4898,art_9af5bad1f090,Dave Stewart,The Whole World's Better (Radio Edit),2024-09-20,,,,
rel_b7815cdf3f02,art_9af5bad1f090,Dave Stewart,Touch,1983-11-14,,,,
rel_baf437792841,art_9af5bad1f090,Dave Stewart,Vegas,1992-10-05,,,,
rel_4471759d03ea,art_9af5bad1f090,Dave Stewart,Walking in Between Raindrops,2024-06-07,,,,
rel_c9600c01408e,art_9af5bad1f090,Dave Stewart,We Too Are One,1989-09-11,,,,
rel_279915125ce1,art_9af5bad1f090,Dave Stewart,Who To Love: The Time Experience Project,2023-10-20,,,,
rel_87adefe14cb9,art_d9f5ddf49e3f,Dawn Silva,All My Funky Friends,2001-04-18,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_9f29978fb4a2,art_d9f5ddf49e3f,Dawn Silva,All My Funky Friends,2001-04-18,reissue,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_ea9006ad55c4,art_d9f5ddf49e3f,Dawn Silva,All My Funky Friends,2024-09-20,,,,
rel_c612eef14559,art_d9f5ddf49e3f,Dawn Silva,As Long As It’s On The One,2023-12-08,,,,
rel_c5a1d8873eac,art_d9f5ddf49e3f,Dawn Silva,Do You Remember Them (Live),2024-07-19,,,,
rel_ad80b68446ba,art_d9f5ddf49e3f,Dawn Silva,For The Funky Folks,2025-01-02,,,,
rel_ef85c3ffd789,art_d9f5ddf49e3f,Dawn Silva,I Rather Be With You,2023-12-29,,,,
rel_d51b89a59475,art_d9f5ddf49e3f,Dawn Silva,Red Light District,2024-03-08,,,,
rel_62fa9d73fc61,art_dbe8fea084c7,Destroy Rebuild Until God Shows,D.R.U.G.S.,2011-02-18,,,,
rel_37b45b058fc9,art_dbe8fea084c7,Destroy Rebuild Until God Shows,DESTROY REBUILD (Deluxe Edition),2023-09-01,,,,
rel_9712db943708,art_dbe8fea084c7,Destroy Rebuild Until God Shows,"If You Think This Song Is About You, It Probably Is",2011-01-14,,,,
rel_75fb3ccbe4cb,art_dbe8fea084c7,Destroy Rebuild Until God Shows,King I Am,2020-02-25,,,,
rel_3c06f959ce7d,art_dbe8fea084c7,Destroy Rebuild Until God Shows,Losers Stay Losers (Let-down),2024-06-27,,,,
rel_3cb066f9af1c,art_dbe8fea084c7,Destroy Rebuild Until God Shows,MALICE,2024-07-25,,,,
rel_76588a2a5474,art_dbe8fea084c7,Destroy Rebuild Until God Shows,Outcasts vs Everyone,2022-05-11,,,,
rel_3ca579aef974,art_dbe8fea084c7,Destroy Rebuild Until God Shows,Satellites in Motion,2022-03-10,,,,
rel_a5e00ed824c2,art_dbe8fea084c7,Destroy Rebuild Until God Shows,Until God Shows,2024-09-27,,,,
rel_8b15aebda66d,art_b3c7ac1f4c4c,Drake,$ome $exy $ongs 4 U,2025-02-14,,,,
